glean_id,glean_date,glean_text,glean_type,glean_location,invoice_id,canonical_vendor_id
cf8209c4-42a1-44cb-8a45-dfb15c978943-35c065e2-87fa-4c57-b0b8-c7843433b791,2020-12-21,First new bill in 21 months from vendor 35c065e2-87fa-4c57-b0b8-c7843433b791,vendor_not_seen_in_a_while,invoice,cf8209c4-42a1-44cb-8a45-dfb15c978943,35c065e2-87fa-4c57-b0b8-c7843433b791
410a5f09-65f2-4ea1-b281-5853461f6221-c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,2020-12-21,First new bill in 21 months from vendor c4f17ca4-2a0f-4141-b39b-a8862dc1dfda,vendor_not_seen_in_a_while,invoice,410a5f09-65f2-4ea1-b281-5853461f6221,c4f17ca4-2a0f-4141-b39b-a8862dc1dfda
