glean_id,glean_date,glean_text,glean_type,glean_location,invoice_id,canonical_vendor_id
7e44ac09-474c-41ec-a971-50d4a7517033-af77b10e-791e-4b43-a1eb-116e3e4bc4ec,2020-12-21,First new bill in 13 months from vendor af77b10e-791e-4b43-a1eb-116e3e4bc4ec,vendor_not_seen_in_a_while,invoice,7e44ac09-474c-41ec-a971-50d4a7517033,af77b10e-791e-4b43-a1eb-116e3e4bc4ec
30b88037-7ac1-40b7-a39b-8649abb8c4e9-99a9882c-a221-44f7-8ebe-70bcbd44f037,2020-12-21,First new bill in 13 months from vendor 99a9882c-a221-44f7-8ebe-70bcbd44f037,vendor_not_seen_in_a_while,invoice,30b88037-7ac1-40b7-a39b-8649abb8c4e9,99a9882c-a221-44f7-8ebe-70bcbd44f037
