glean_id,glean_date,glean_text,glean_type,glean_location,invoice_id,canonical_vendor_id
ac37194f-7d1f-4ed9-92cf-973dc0321d3f-8f3ae183-3da9-4113-b432-e559dcba8f1c,2020-12-21,First new bill in 8 months from vendor 8f3ae183-3da9-4113-b432-e559dcba8f1c,vendor_not_seen_in_a_while,invoice,ac37194f-7d1f-4ed9-92cf-973dc0321d3f,8f3ae183-3da9-4113-b432-e559dcba8f1c
40162583-9622-4b9e-9e3d-2931104abd2a-a1605dc3-90cb-403c-ab7e-14155e817cae,2020-12-21,First new bill in 8 months from vendor a1605dc3-90cb-403c-ab7e-14155e817cae,vendor_not_seen_in_a_while,invoice,40162583-9622-4b9e-9e3d-2931104abd2a,a1605dc3-90cb-403c-ab7e-14155e817cae
